Province,District,Ward,Road,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
Hà Nội,Hà Đông,#N/A,Phường Yên Nghĩa,35,,2.4,,,5,4,3,Have certificate,,3.3
Hồ Chí Minh,Quận 7,#N/A,Phường Tân Thuận Đông,78,,,,,2,2,2,Have certificate,,5.2
Hồ Chí Minh.,Bình Tân,Phường An Lạc,Dự án The Privia,85,,,,,,,,,,6.2
Hồ Chí Minh,Quận 9,Phường Phú Hữu,Dự án Mega Village,75,12,20,Đông - Nam,Đông - Nam,3,4,4,Have certificate,Full,6.75
Hồ Chí Minh,Quận 3,Phường 2,Đường Nguyễn Thiện Thuật,30,,,,,2,2,2,Have certificate,,7.6
Hà Nội,Quận Long Biên,Phường Ngọc Thụy,Đường Ngọc Thụy,31.5,,,,,6,3,5,Have certificate,Full,6.8
Hồ Chí Minh,Quận 9,Phường Hiệp Phú,Hẻm 1/,78,5.7,5,,,4,4,4,,,6.9
Hồ Chí Minh,Quận 9,#N/A,Phường Tăng Nhơn Phú B,91,,7,,,4,4,5,,,7.4
Khánh Hòa,Nha Trang,Phường Vĩnh Hòa,Đường Nguyễn Phong Sắc,68,4,16,Tây - Bắc,,,2,1,Have certificate,,3.4
Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Đường Thạnh Xuân 24,64,,,Tây - Nam,,2,3,2,Have certificate,Full,3.86
Hồ Chí Minh,Quận 7,Phường Bình Thuận,Đường Nguyễn Văn Linh,215,,,,,3,4,5,Have certificate,,8.5
Hồ Chí Minh,Quận 9,Phường Tăng Nhơn Phú B,Đường Quang Trung,65,4.5,,,,1,3,2,,,5.5
Hồ Chí Minh,Quận 9,Phường Tăng Nhơn Phú B,Đường Quang Trung,65,4.5,,,,1,3,2,,,4
Hồ Chí Minh,Quận 7,Phường Tân Quy,Đường 53,85,,,,,,4,,,,5.9
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Phước,Đường Số 6,51.74,4,6,,,1,2,2,,Full,2.9
Hồ Chí Minh,Thủ Đức,Phường Trường Thọ,Đường Số 2,95,5.8,6,,,1,2,1,,,6.3
Hà Nội,Cầu Giấy,Phường Mai Dịch,Sổ đỏ,30,4,,,,5,,,,,5.5
Hà Nội,Bắc Từ Liêm,Phường Cổ Nhuế 1,Đường Xuân Đỉnh,40,,,,,6,,,Have certificate,Full,6.8
Hà Nội,Hoài Đức,Xã Vân Côn,Mộc Hoàn,41.6,,,,,4,3,3,Have certificate,Basic,2.65
Hồ Chí Minh,Thủ Đức,Phường Trường Thọ,Đường Hồ Văn Tư,95,,6,,,3,4,4,,,7.7
Hồ Chí Minh,Quận 9,Phường Phú Hữu,Dự án Melosa Garden,80,,12,Nam,Nam,3,4,4,Have certificate,Full,7.9
Hồ Chí Minh,Thủ Đức,Phường Trường Thọ,Đường Số 2,58,,,,,2,3,2,Have certificate,,4.8
Hà Nội,Long Biên,Phường Ngọc Lâm,Ngõ 24,36,5,,,,4,3,3,Have certificate,Basic,4.8
Hà Nội,Thanh Trì,Xã Tả Thanh Oai,Đường Tả Thanh Oai,34,,,Tây,Tây,5,4,4,,Full,3
Hồ Chí Minh,Thủ Đức,Phường Trường Thọ,Đường Đặng Văn Bi,80,4.6,6,,,1,2,1,,,5.7
Hà Nội,Thanh Xuân,Phường Khương Đình,Phố Khương Hạ,40,,,,,4,4,,Have certificate,,7.8
Hà Nội,Thanh Trì,Xã Tứ Hiệp,Đường Cổ Điển A,40,3.3,2,Đông,Nam,5,4,3,Have certificate,Full,3.45
Bắc Ninh,Từ Sơn,Phường Phù Chẩn,Dự án Centa City,120,6,56,Tây,Tây,3,4,5,Have certificate,Full,7.85
Hà Nội,Thanh Xuân,Phường Khương Đình,Phố Khương Hạ,35,,,,,,,,Have certificate,,7
Hà Nội,Hoàng Mai,Phường Hoàng Liệt,Đường Tựu Liệt,50,3.8,4,Tây,Tây - Bắc,4,4,3,Have certificate,Full,5.88
Bình Dương,Tân Uyên,Phường Tân Hiệp,Đường Tân Hiệp 17,65,,,,,1,3,2,,,2.25
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa B,Đường Bùi Dương Lịch,75,5,8,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Full,5.8
Hồ Chí Minh,Quận 9,Phường Phước Bình,Đường Số 4,88,4,10,Bắc,Bắc,2,2,2,Sale contract,Basic,8.2
Hồ Chí Minh,Quận 3,Phường 2,HXH 109,35,,,,,4,5,5,Have certificate,Full,7.5
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông A,Đường Hương lộ 2,80,8,8,,,,7,5,Have certificate,Full,8.1
Hồ Chí Minh,Quận 8,Phường 1,Đường Dương Bá Trạc,14,3,,,,1,,,Have certificate,,1.65
Hồ Chí Minh,Tân Bình,Phường 14,Đường Nguyễn Hồng Đào,75,3.5,5,,,2,4,3,Have certificate,Basic,8.5
Hà Nội,Hoài Đức,An Khánh,Lê Trọng Tấn,34,,,,,5,3,4,Have certificate,Full,4.12
Hồ Chí Minh,Tân Phú,Phường Tân Quý,139/6/55,62.1,4.1,7,,,3,3,3,Have certificate,,5.63
Hà Nội,Thanh Xuân,Phường Kim Giang,Đường Hoàng Đạo Thành,30,6,5,,,3,6,4,Have certificate,Basic,3.75
Đà Nẵng,Cẩm Lệ,Phường Hòa Xuân,Đường Lỗ Giáng 24,117.5,,,Đông,,3,3,4,Have certificate,,4.39
Đà Nẵng,Hải Châu,Phường Hải Châu I,Đường Trần Phú,95,4.5,2.5,Đông,,1,3,1,Have certificate,,4
Hà Nội,Cầu Giấy,Nghĩa Tân,Hoàng Quốc Việt,50,5,,,,5,5,4,Have certificate,Full,9
Hồ Chí Minh,Tân Phú,#N/A,Phường Tây Thạnh,35,,,,,5,4,4,Have certificate,Basic,5.5
Bắc Ninh,Từ Sơn,Phường Phù Chẩn,Dự án Centa Riverside,100,5,15.2,Nam,Nam,,,,Sale contract,,6.8
Hồ Chí Minh,Quận 7,Phường Phú Thuận,Dự án An Gia Skyline,81.2,,,,,,,,,,10
Hà Nội,Chương Mỹ,#N/A,Xã Phụng Châu,52,4.5,5,Đông - Nam,,4,4,3,Have certificate,Basic,2.7
Hồ Chí Minh,Quận 7,Phường Tân Thuận Đông,Dự án An Viên,108,6.7,,,,2,1,2,,,6.5
Hồ Chí Minh,Bình Thạnh,#N/A,Phường 24,37,,,,,2,2,2,,,6.5
Hà Nội.,Hoài Đức,Xã Kim Chung,Đường Lai Xá,35,,,,,5,3,4,,Full,3.6
Hà Nội,Huyện Chương Mỹ,Xã Phụng Châu,Đường Đê Mới,56,4.5,3,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Basic,3.15
Hà Nội,Hà Đông,#N/A,Phường Yên Nghĩa,50,4,12.5,,,5,,,Have certificate,Full,10
Hải Phòng,An Dương,Xã Đồng Thái,Đường Minh Kha,50,,,Tây - Bắc,,3,3,3,Have certificate,,1.7
Hưng Yên,Văn Giang,Xã Long Hưng,Dự án The Empire - Vinhomes Ocean Park 2,62.5,,,Đông,Đông,,,,Sale contract,,7.3
Hải Phòng,An Dương,Xã Đặng Cương,Đường Tự Lập,55,4,4,Tây,Tây,3,3,3,Have certificate,Basic,1.59
Hồ Chí Minh,Tân Bình,Phường 14,Đường Nguyễn Hồng Đào,91.2,4.8,6,,,4,4,,Have certificate,,8.7
Bình Dương,Thuận An,Phường Thuận Giao,Dự án Lộc Phát Residence,60,,,,,3,4,4,Have certificate,Full,3.5
Hải Phòng,Ngô Quyền,Phường Đông Khê,Đường Đông Khê,55,,8,,,3,3,4,,,6.3
Hà Nội,Hai Bà Trưng,Phường Bạch Mai,Phố Bạch Mai,75,5.5,2,,,2,3,2,Have certificate,,6
Hà Nội,Hoài Đức,Xã Kim Chung,Đường 32,40,,,,,5,4,4,,,4.85
Hải Phòng,An Dương,Xã Đặng Cương,Đường Tự Lập,54,4,5,Bắc,Bắc,3,3,2,Have certificate,,1.65
Kiên Giang,Phú Quốc,Phường An Thới,Dự án Sun Grand City New An Thới,120,,,,,,,,Have certificate,,6.12
Hải Phòng,An Dương,Xã An Đồng,Đường Vân Tra,50,4,5,Tây,Tây,4,4,4,Have certificate,Basic,2.85
Hồ Chí Minh,Bình Thạnh,Phường 13,Đường Nguyễn Xí,50.2,,10,,,3,3,3,Have certificate,Full,7
Hải Phòng,An Dương,Xã An Hồng,Đường 10,60,5,3,Tây - Bắc,Tây - Bắc,2,2,2,Have certificate,Full,1.49
Hồ Chí Minh,Bình Thạnh,#N/A,Phường 6,30,,,,,2,2,2,,,4.25
Hồ Chí Minh,Bình Thạnh,Phường 12,Đường Nơ Trang Long,58,,6,,,2,4,4,Have certificate,Full,6.4
Hải Phòng,An Dương,Thị trấn An Dương,Đường Số 4,45,4,3,Tây,Tây,3,3,2,Have certificate,Basic,1.82
Hà Nội,Chương Mỹ,#N/A,Thị trấn Chúc Sơn,53,,5,Tây - Bắc,,3,3,3,Have certificate,Full,2.7
Hà Nội,Đống Đa,Phường Trung Phụng,Đường Trung Phụng,35,4,3,,,5,3,4,Have certificate,Full,5
Đà Nẵng,Hải Châu,Phường Phước Ninh,Đường Lê Hồng Phong,79,4.17,3.5,Đông - Nam,Đông - Nam,1,3,2,Have certificate,Full,5.7
Đồng Nai,Biên Hòa,#N/A,Phường Bình Đa,50,,,,,,3,,,,1.69
Hà Nội,Đống Đa,Phường Ô Chợ Dừa,Đường Ô Chợ Dừa,35,4,3,,,5,3,4,Have certificate,Basic,5
Hải Phòng,An Dương,Xã Đặng Cương,Dân Hạnh,63,5,3,Nam,Nam,2,2,2,Have certificate,Basic,1.58
Hồ Chí Minh,Phú Nhuận,#N/A,Phường 7,40,4,,,,2,3,2,,,5.1
Hồ Chí Minh,Gò Vấp,#N/A,Phường 3,63,,,,,2,2,2,,,6.5
Hồ Chí Minh,Bình Thạnh,Phường 11,Đường Lê Quang Định,74,,,,,4,6,4,,,10
Hồ Chí Minh,Phú Nhuận,Phường 5,Đường Nguyễn Thượng Hiền,58,,,,,5,3,4,,,9.1
Hồ Chí Minh,Tân Phú,Phường Tây Thạnh,Đường Hồ Đắc Di,70.8,,,,,2,3,2,Have certificate,Full,6.5
Hồ Chí Minh,Phú Nhuận,Phường 5,Đường Hoàng Hoa Thám,35,3.5,,,,4,4,2,,,5.99
Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,Đường Trần Thái Tông,30,,,,,4,2,3,Have certificate,Full,7.5
Lào Cai,Lào Cai,#N/A,Phường Bắc Cường,220.9,,,,,3,,,,,9.89
Long An,Cần Giuộc,Xã Long Thượng,Đường 835,70,4.5,,Nam,Nam,2,2,2,Have certificate,Full,1.6
Hà Nội,Hai Bà Trưng,Phường Đồng Tâm,Phố Phố Vọng,22,3.3,8,,,4,2,2,Have certificate,Basic,6.5
Hà Nội,Cầu Giấy,Phường Quan Hoa,Đường Nguyễn Khánh Toàn,31,,,,,5,3,4,Have certificate,Full,7.55
Hồ Chí Minh,Tân Phú,Phường Tân Sơn Nhì,Đường Trần Tấn,76.4,10.2,6,Đông,Đông,1,2,1,Have certificate,Full,7.6
Hà Nội,Hoàng Mai,Phường Mai Động,Đường Mai Động,55,9,4,,,4,3,3,Have certificate,Full,9.15
Hà Nội,Thanh Xuân,Phường Phương Liệt,Đường Nguyễn Lân,71,5,,,,1,3,2,Have certificate,Basic,9.45
Hà Nội,Hoàng Mai,Phường Hoàng Văn Thụ,Đường Bờ Sông Sét,35,4.5,,,,5,3,3,Have certificate,Full,6.6
Hưng Yên,Văn Giang,Xã Long Hưng,Dự án The Empire - Vinhomes Ocean Park 2,70,5,,,,,,,,,9.6
Hà Nội,Ba Đình,Phường Ngọc Khánh,Phố Ngọc Khánh,14,,,,,3,,,Have certificate,,2.6
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Chánh,Đường Số 8,56,4,4,Đông - Nam,Đông - Nam,4,4,4,Have certificate,,7.4
Hà Nội,Long Biên,Phường Ngọc Lâm,Đường Ngọc Lâm,55,4.9,,,,5,4,,Have certificate,,9.3
Hà Nội,Long Biên,#N/A,Phường Bồ Đề,38,,,,,5,,,,,7.6
Hà Nội,Thanh Trì,Xã Liên Ninh,Phố Yên Phú,56.3,5.93,6,,,,,,Have certificate,,6
Hà Nam,Kim Bảng,Thị trấn Ba Sao,Dự án Flamingo Golden Hill,105,7,15,Nam,Nam,4,,,Have certificate,,6
Hồ Chí Minh,Quận 12,Phường Hiệp Thành,Đường Hiệp Thành 13,52.1,12,3,Tây - Bắc,Tây - Bắc,2,3,2,Have certificate,Full,3.45
Hà Nội,Hà Đông,Phường Yên Nghĩa,Đường Hòa Bình,51,3.3,,,,1,2,1,Have certificate,Full,2.7
Hà Nội,Thanh Trì,Xã Tam Hiệp,Đường Tựu Liệt,83,5.5,5,,,3,3,3,Have certificate,,9.6
Hà Nội,Thanh Trì,Xã Liên Ninh,Đường Thọ Am,35,3.5,,,,5,3,4,Have certificate,,3.65
Đồng Nai,Biên Hòa,Xã Long Hưng,Dự án Izumi City,117,11,60,Nam,,,,,Have certificate,,6
Hồ Chí Minh,Gò Vấp,Phường 6,Đường Số 30,43,8,5,Tây - Nam,,4,3,4,Have certificate,Full,7.5
Hồ Chí Minh,Tân Bình,Phường 12,Đường Trần Mai Ninh,51.4,4,,,,1,2,1,Have certificate,,6.5
Hồ Chí Minh,Tân Bình,Phường 15,Đường Hoàng Bật Đạt,62,,,Đông - Nam,,,,,Have certificate,,4.5
Hồ Chí Minh,Gò Vấp,Phường 11,Đường Số 1,42,,4,,,2,3,3,Have certificate,Full,4.95
Hà Nội,Hà Đông,Phường Dương Nội,Đường Lê Trọng Tấn,34.1,4,10,,,5,3,3,Have certificate,Full,4.85
Hà Nội,Thanh Xuân,Phường Khương Đình,Ngõ 1,34,,,,,5,3,4,Have certificate,Full,6.6
Kiên Giang,Thành phố Phú Quốc,#N/A,Dự án Meyhomes Capital Phú Quốc,117,12,12,Đông - Nam,Đông - Nam,4,4,5,Have certificate,Full,6.9
Đồng Nai,Biên Hòa,Phường Hóa An,Đường Bùi Hữu Nghĩa,66,5.5,3,,,1,2,1,Have certificate,Basic,1.7
Hồ Chí Minh,Quận 6,Phường 9,Đường Nguyễn Đình Chi,80,4,8,,,3,3,3,,,8.4
Hồ Chí Minh,Tân Phú,Phường Tân Quý,Đường Tân Hương,81.3,4,10,,,1,,,Have certificate,,7.2
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông,Đường Trương Phước Phan,64,4,6,,,4,5,5,,Full,6.7
Đồng Nai,Biên Hòa,Xã Long Hưng,Dự án Izumi City,117,,,,,2,3,2,Sale contract,,9.7
Hà Nội,Đống Đa,Phường Khâm Thiên,Phố Khâm Thiên,18,,,,,4,3,3,Have certificate,Full,2.58
Hà Nội,Đống Đa,Phường Trung Liệt,Phố Trung Liệt,46,6.2,,,,4,4,4,Have certificate,Full,7.68
Hà Nội,Hoàng Mai,Phường Lĩnh Nam,Ngõ 173,50,,,,,5,6,4,Have certificate,Full,4.4
Hải Phòng,Ngô Quyền,Phường Đông Khê,Lô 22,56,4,,,,3,3,3,Have certificate,Full,7.5
Hà Nội,Nam Từ Liêm,Phường Cầu Diễn,Ô số 9A và 9B,35,3.7,2,Đông - Bắc,Đông - Nam,7,4,5,Have certificate,Full,9.6
Hà Nội,Thanh Trì,Xã Tân Triều,Đường Phan Trọng Tuệ,45,3.6,4,,,5,4,4,Have certificate,,6.6
Hà Nội,Huyện Hoài Đức,#N/A,Xã Vân Canh,30,4.4,2,Đông - Nam,Đông - Nam,5,3,4,Have certificate,Full,4
Hà Nội,Quận Long Biên,Phường Ngọc Thụy,Đường Ngọc Thụy,41,,,,,5,3,4,Have certificate,Basic,6.5
Khánh Hòa,Nha Trang,Xã Vĩnh Thạnh,Đường Phú Trung,72.9,5.6,8,,,2,3,2,Have certificate,,2.75
Hà Nội,Thanh Xuân,Phường Thanh Xuân Trung,Đường Nguyễn Trãi,48,,,,,4,4,3,Have certificate,Full,7.9
Hồ Chí Minh,Tân Phú,Phường Phú Thọ Hòa,Đường Lê Lư,40,4,6,,,4,4,5,Have certificate,Full,5.79
Hà Nội,Hoàng Mai,Phường Tương Mai,Phố Tương Mai,30,4.5,2.5,,,5,3,4,Have certificate,,5.9
Hồ Chí Minh,Nhà Bè,Xã Phước Kiển,Dự án Lavila Kiến Á - Nhà Bè,105.6,,,,,3,,,,,9
Hồ Chí Minh,Quận 10,Phường 14,Đường Tô Hiến Thành,26,,3.5,,,3,,,Have certificate,,6
Hà Nội,Hoài Đức,#N/A,Xã Vân Côn,40,,,,,3,3,3,,Basic,2.3
Hà Nội,Hoài Đức,Xã Song Phương,Đường Đại lộ Thăng Long,40,4,,,,3,3,2,,Basic,1.85
Hồ Chí Minh,Quận 6,Phường 8,Đường Lò Gốm,54,3.5,3,,,3,3,3,Have certificate,Full,4.5
Hà Nội,Hoàng Mai,Phường Lĩnh Nam,Đường Nam Dư,40,4.25,2,,,5,3,4,Have certificate,,6.2
Hà Nội,Hoài Đức,#N/A,Xã Song Phương,40,,,,,3,3,2,Have certificate,,2.45
Đà Nẵng,Ngũ Hành Sơn,Phường Hòa Quý,Đường Bình Kỳ,76,,2.5,Bắc,,1,2,1,Have certificate,Full,1.95
Hà Nội,Nam Từ Liêm,Phường Mễ Trì,Ngõ 379,70,4.25,1.5,Đông - Nam,,,,,,,1.3
Hà Nội,Hoài Đức,Xã Song Phương,Đường Đại lộ Thăng Long,40,,,,,4,3,3,Have certificate,Basic,2.9
Hà Nội,Hoàng Mai,Phường Hoàng Văn Thụ,Đường Minh Khai,33,3.8,2,,,5,3,4,Have certificate,,5.68
Hà Nội,Hai Bà Trưng,Phường Vĩnh Tuy,Phố Mạc Thị Bưởi,32,,3,,,4,3,4,Have certificate,Full,5.8
Hồ Chí Minh,Quận 9,Phường Trường Thạnh,Dự án Đông Tăng Long,100,10,10,Bắc,Bắc,4,4,4,Have certificate,,6.8
Hồ Chí Minh,Bình Tân,Phường An Lạc,Hẻm 27/36/68/9,52,4,5,Tây,,3,4,2,,,4.86
Hà Nội,Hoàng Mai,Phường Đại Kim,Đường Đại Từ,40,3.3,2.5,,,5,3,4,Have certificate,,7.6
Hồ Chí Minh,Quận 11,Phường 5,Dự án Chung cư 312 Lạc Long Quân,69.4,,,Tây,Tây,,2,1,Have certificate,Basic,3.9
Hồ Chí Minh,Quận 6,Phường 9,Đường Bến Phú Lâm,54,4,8,,,2,2,2,Have certificate,Full,5.1
Hồ Chí Minh,Quận 9,Phường Trường Thạnh,Dự án Đông Tăng Long,160,8,12,Đông,Đông,4,5,4,Have certificate,,8.5
Hà Nội,Hoàng Mai,Phường Hoàng Văn Thụ,Đường Tam Trinh,42,3.3,3,,,4,4,4,Have certificate,,6.7
Hồ Chí Minh,Quận 7,Phường Tân Phú,Đường Nguyễn Thị Thập,52,4,,,,3,2,2,Have certificate,,5.4
Hà Nội,Long Biên,Phường Thượng Thanh,Đường Lý Sơn,45,,,,,,3,,Have certificate,,7.3
Hồ Chí Minh,Quận 2,Phường Bình Trưng Đông,Dự án PARCSpring,136,,,,,,2,2,Have certificate,,6.4
Hà Nội,Hà Đông,Phường Dương Nội,Đường La Dương,31,,,Bắc,,5,3,3,Have certificate,Basic,4.75
Hà Nội,Chương Mỹ,#N/A,Xã Phụng Châu,37,,,,,3,3,3,,Basic,2.57
Hà Nội,Hà Đông,Phường Yên Nghĩa,Đường Quang Trung,32,3.5,3,Đông - Bắc,,5,4,4,Have certificate,Full,3.8
Hồ Chí Minh,Gò Vấp,Phường 9,Đường Phạm Văn Chiêu,79,6,6,Tây - Nam,Tây - Nam,4,4,5,Have certificate,,6.79
Bình Dương,Bến Cát,Phường Thới Hòa,Dự án Mỹ Phước 3,150,,,,,3,4,3,,,3
Hà Nội,Hai Bà Trưng,Phường Trương Định,Đường Trương Định,36,4.2,3,,,6,3,3,Have certificate,Full,7.5
Hồ Chí Minh,Quận 6,Phường 14,Đường Tân Hòa Đông,40,,,,,2,2,2,Have certificate,Full,3.2
Bình Dương,Bến Cát,Phường Thới Hòa,Dự án Mỹ Phước 1,100,,,,,2,3,2,,,2.5
Hưng Yên,Văn Giang,Xã Nghĩa Trụ,Dự án The Crown - Vinhomes Ocean Park 3,65,5,20,Đông - Nam,Đông - Nam,5,6,5,Have certificate,,7.3
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông,Đường Chiến Lược,84,,6,,,2,3,2,Have certificate,Basic,4.7
Hà Nội,Hai Bà Trưng,Phường Trương Định,Đường Trương Định,40,45,2,,,6,5,5,Have certificate,,7
Bình Dương,Tân Uyên,Xã Phú Chánh,Dự án Uni-town,110,,,Đông - Nam,,,,,,,5.3
Đồng Nai,Biên Hòa,Phường Thống Nhất,Đường D3,132,6,12,Nam,Nam,4,5,5,Have certificate,Full,9.8
Hà Nội,Hà Đông,#N/A,Phường Dương Nội,34.3,,,,,5,5,,,Full,4.3
Hồ Chí Minh,Tân Phú,Phường Tây Thạnh,Đường B2,80,,14,,,3,4,4,Have certificate,Basic,9.5
Hà Nội,Hà Đông,Phường Dương Nội,Đường La Dương,34,,3,Nam,,5,3,3,Have certificate,Basic,4.85
Thanh Hóa.,Thanh Hóa,Phường Đông Thọ,Đường Lý Thái Tông,54,6,8.5,Tây,Tây,3,3,4,Have certificate,,4.5
Đồng Nai,Vĩnh Cửu,Xã Tân Bình,Đường ĐT 768,72,,8,,,1,2,1,Have certificate,Basic,1.73
Hồ Chí Minh,Quận 10,Phường 14,Đường Thành Thái,46,,,,,2,,,Have certificate,Full,9.9
Hà Nội,Nam Từ Liêm,Phường Xuân Phương,Đường Xuân Phương,30,,,,,5,3,3,Have certificate,Full,5.85
Bình Dương,Bàu Bàng,Thị trấn Lai Uyên,Đường D7,300,,,,,,,,,,2.8
Hà Nội,Ba Đình,Phường Ngọc Khánh,Đường Đào Tấn,37,5.5,4,,,5,3,4,Have certificate,Full,5.95
Kiên Giang,Rạch Giá,Phường An Hòa,Đường Số 5,126,5,7,Đông - Nam,Đông - Nam,2,3,3,Have certificate,Full,3.9
Hà Nội,Đống Đa,Phường Ngã Tư Sở,Đường Tây Sơn,30,5,4,,,6,3,5,Have certificate,Basic,5
Hà Nội,Hà Đông,Phường Văn Quán,Đường Thanh Bình,33,,,Tây,,5,,,Have certificate,Full,4.8
Hồ Chí Minh,Quận 10,Phường 13,Đường Tô Hiến Thành,80,,,,,3,,,Have certificate,Basic,9.9
Hà Nội,Nam Từ Liêm,Phường Đại Mỗ,Đường Ngọc Trục,30.2,3.3,,,,5,3,3,Have certificate,Full,4.2
Hồ Chí Minh,Quận 6,Phường 13,Đường Cư Xá Phú Lâm B,80,4.2,20,,,3,7,7,Have certificate,Basic,6.79
Hà Nội,Hai Bà Trưng,Phường Trương Định,Đường Trương Định,36,4.8,3,,,6,3,4,Have certificate,Full,7.5
Hà Nội,Đống Đa,Phường Khương Thượng,Đường Trường Chinh,32,,,,,5,4,5,Have certificate,Full,6.5
Đà Nẵng,Ngũ Hành Sơn,Phường Khuê Mỹ,Dự án Nam Cầu Tuyên Sơn-Nam Việt Á,110,5,11.5,,,5,5,6,Have certificate,,7.5
Hà Nội,Nam Từ Liêm,Phường Đại Mỗ,Đường Ngọc Trục,38,4.3,,,,,,,,,5.4
Bình Dương,Bến Cát,#N/A,Phường Thới Hòa,150,,,,,,,,,,2.2
Hà Nội,Thanh Xuân,Phường Khương Trung,Đường Khương Trung,51,,,,,4,4,,,,8.5
Hồ Chí Minh,Quận 7,Phường Tân Quy,Đường Lâm Văn Bền,125,7,,,,,,,Have certificate,,8.5
Đà Nẵng,Ngũ Hành Sơn,Phường Khuê Mỹ,Đường Vũ Mộng Nguyên,97,,,Đông,Đông,2,4,4,Have certificate,Full,5.9
Hà Nội,Hai Bà Trưng,Phường Quỳnh Mai,Phố Chùa Quỳnh,31,,,,,5,3,,Have certificate,,5.7
Hà Nội,Tây Hồ,Phường Thụy Khuê,Ngõ 269,40,,,,,3,,,,,4.7
Hà Nội,Long Biên,Phường Ngọc Thụy,Ngõ 268,31,5,2.5,,,5,3,4,Have certificate,Basic,5.2
Đà Nẵng,Thanh Khê,Phường Thanh Khê Đông,Đường Điện Biên Phủ,56,,,Tây - Bắc,,4,4,5,Have certificate,,4.5
Hải Phòng,Hồng Bàng,Phường Sở Dầu,Đường Hùng Vương,40,4,11,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Full,3.7
Khánh Hòa,Nha Trang,Phường Phước Hải,Dự án KĐT Lê Hồng Phong II,101.25,5,12,Đông - Nam,Nam,3,3,4,Sale contract,Full,7.5
Hồ Chí Minh,Thủ Đức,#N/A,Phường Trường Thọ,95,5.8,8,,,1,3,3,Have certificate,,6.1
Hà Nội,Thanh Xuân,Phường Kim Giang,Đường Hoàng Đạo Thành,42,,,,,5,4,4,Have certificate,,8.89
Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Ngõ 89,30,3.3,3,,,4,4,3,Have certificate,Basic,6.25
Hà Nội,Nam Từ Liêm,#N/A,Phường Tây Mỗ,61,4.8,,,,4,3,,,,7.55
Hà Nội,Cầu Giấy,#N/A,Phường Yên Hòa,37,4,,,,4,2,2,Have certificate,Full,8.15
Hải Phòng,Hồng Bàng,Phường Hùng Vương,Đường Hùng Vương,291,,,,,3,,,Have certificate,,8
Hà Nội,Hà Đông,Phường La Khê,Dự án An Hưng,82.5,,,,,,,,Have certificate,,10
Khánh Hòa,Nha Trang,Xã Vĩnh Hiệp,Dự án CT3 Vĩnh Điềm Trung,153,,,,,,2,2,Sale contract,,4.4
Đà Nẵng,Sơn Trà,Phường Thọ Quang,Đường Phạm Bằng,100,5,10.5,,,3,4,2,Have certificate,,5.9
Hồ Chí Minh,Tân Phú,Phường Tân Quý,Đường Nguyễn Súy,36,,,,,2,2,,Have certificate,,3.9
Hà Nội,Hà Đông,Phường La Khê,Đường Phan Đình Giót,52,4,5,Nam,Tây,3,4,3,Have certificate,Full,5.5
Hà Nội,Hà Đông,Phường Dương Nội,Đường La Nội,33,,,Bắc,,5,3,3,Have certificate,Basic,4.3
Hồ Chí Minh,Quận 7,Phường Phú Thuận,300,32,,8,Tây,Tây,2,2,1,Have certificate,Basic,4.5
Hồ Chí Minh,Bình Tân,Phường An Lạc A,Đường Phan Cát Tựu,92,4,,,,,2,1,Have certificate,,5.8
Hồ Chí Minh,Quận 7,Phường Tân Thuận Tây,Đường Trần Xuân Soạn,40,,,,,2,2,2,Have certificate,Basic,3.95
Tiền Giang,Mỹ Tho,#N/A,Xã Mỹ Phong,95,5,4,Tây - Nam,,,2,1,Have certificate,Basic,1.28
Hà Nội,Hà Đông,Phường Dương Nội,Dự án The Terra An Hưng,77,,,,,,,,Have certificate,,8.8
Hà Nội,Long Biên,Phường Ngọc Thụy,Đường Ngọc Thụy,31,,,,,5,3,4,Have certificate,Full,4.9
Bình Dương,Dĩ An,Phường Đông Hòa,Dự án Bcons City,60,4,8,Tây,Tây,,,,,,8.2
Đồng Nai,Biên Hòa,Xã Long Hưng,Dự án Izumi City,117,6,60,Nam,Nam,,4,5,Have certificate,,6
Hồ Chí Minh.,Bình Chánh,Xã Bình Chánh,Đường Đinh Đức Thiện,250,,8,,,,8,8,Have certificate,Full,2.3
Hồ Chí Minh,Bình Tân,Phường An Lạc,Dự án The Privia,85,,,,,2,2,3,Sale contract,,6.2
Hà Nội,Bắc Từ Liêm,Phường Liên Mạc,đường Liên Mạc,45,6,5,,,5,4,4,Have certificate,Full,4.85
Hưng Yên,Văn Giang,Xã Nghĩa Trụ,Dự án The Crown - Vinhomes Ocean Park 3,60,5,20,Đông - Nam,Đông - Nam,5,6,5,Have certificate,Basic,6.8
