Province,District,Ward,Road,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Đường Thạnh Xuân 22,40.0,,5.0,,,,2.0,2.0,,,1.35
Hồ Chí Minh,Tân Phú,Phường Phú Thọ Hòa,Đường Vườn Lài,72.0,4.0,6.0,Nam,,1.0,2.0,2.0,Have certificate,Basic,6.65
Hà Nội,Thanh Xuân,Phường Phương Liệt,Đường Giải Phóng,41.0,,,,,5.0,6.0,,Have certificate,Full,7.9
Hà Nội,Tây Hồ,Phường Bưởi,Đường Lạc Long Quân,40.0,4.0,,,,3.0,2.0,,Have certificate,Full,4.7
Bình Dương,Dĩ An,,Phường Dĩ An,120.0,5.0,7.0,,,,,,Have certificate,,4.3
Hồ Chí Minh,Tân Phú,Phường Tân Sơn Nhì,Đường Nguyễn Cửu Đàm,58.0,,6.0,,,4.0,4.0,4.0,Have certificate,Full,6.5
Hà Nội,Hà Đông,Phường Yên Nghĩa,Đường Yên Lộ,35.0,,3.0,,,5.0,4.0,4.0,Have certificate,Basic,2.8
Hà Nội,Hà Đông,Phường Biên Giang,Đường An Thắng,35.0,,,,,3.0,3.0,3.0,Have certificate,Basic,1.8
Hà Nội,Thanh Xuân,Phường Nhân Chính,Đường Vũ Trọng Phụng,38.0,,,,,5.0,,,Have certificate,,6.1
Hồ Chí Minh,Quận 7,Phường Tân Thuận Đông,Dự án An Hòa - Nam Long,70.0,,,Đông,,1.0,2.0,1.0,,,3.1
Bình Dương,Bàu Bàng,Thị trấn Lai Uyên,Dự án Thăng Long Central City,100.0,,,,,3.0,3.0,3.0,Have certificate,,1.95
Hồ Chí Minh,Bình Thạnh,Phường 11,Đường Lê Quang Định,50.5,4.5,6.0,,,6.0,3.0,4.0,Have certificate,,8.2
Hà Nội,Cầu Giấy,Phường Quan Hoa,Đường Nguyễn Khánh Toàn,44.0,,,,,,6.0,,Have certificate,,6.55
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông,Đường Trương Phước Phan,64.0,,6.0,,,4.0,5.0,6.0,Have certificate,Full,6.7
Hồ Chí Minh,Quận 2,Phường Cát Lái,Đường 25,102.0,7.0,6.0,Tây - Nam,,2.0,2.0,1.0,Have certificate,Basic,7.5
Khánh Hòa,Nha Trang,Phường Phước Tiến,Đường Trần Bình Trọng,74.0,6.55,,Đông - Nam,,3.0,3.0,3.0,Have certificate,,9.0
Hà Nội,Đống Đa,Phường Ô Chợ Dừa,Phố Xã Đàn,50.0,5.0,3.0,,,6.0,4.0,5.0,Have certificate,Full,7.7
Hồ Chí Minh,Tân Bình,Phường 4,Đường Hiệp Nhất,22.0,5.8,3.5,,,3.0,,,,,3.8
Hồ Chí Minh,Quận 6,Phường 13,Đường Bà Hom,72.0,4.9,6.0,Bắc,,2.0,3.0,3.0,Have certificate,,5.8
Hồ Chí Minh,Bình Thạnh,Phường 5,Đường Nguyễn Trung Trực,25.0,,,Đông - Nam,,3.0,2.0,3.0,Have certificate,Basic,4.95
Nghệ An,Vinh,Xã Hưng Hòa,Dự án Eco Central Park Vinh,162.0,9.0,12.5,Tây - Bắc,Đông - Nam,3.0,4.0,5.0,Sale contract,,8.0
Hồ Chí Minh,Tân Phú,Phường Tân Quý,Đường Tân Hương,52.0,,7.0,,,3.0,4.0,,,,6.8
Bà Rịa Vũng Tàu,Phú Mỹ,Phường Hắc Dịch,Đường Đinh Công Tráng,383.0,7.5,5.0,Đông,,1.0,1.0,1.0,Have certificate,,2.29
Hà Nội,Hà Đông,Phường Văn Quán,Đường Yên Phúc,36.0,4.0,2.8,,,5.0,3.0,4.0,Have certificate,Full,4.8
Hà Nội,Hoài Đức,Xã Kim Chung,Đường Yên Bệ,30.0,,,,,5.0,3.0,4.0,Have certificate,Basic,3.95
Hồ Chí Minh,Tân Bình,Phường 11,Đường Lê Lai,80.0,5.2,,,,4.0,5.0,6.0,,,7.7
Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Dự án The Sol Residence,86.0,,,Đông - Bắc,Bắc,3.0,4.0,3.0,Have certificate,,4.5
Hà Nội,Hoàng Mai,Phường Thịnh Liệt,Viễn Đông Star,30.0,3.8,7.0,,,5.0,,,Have certificate,,4.4
Hồ Chí Minh,Quận 11,Phường 13,Đường Công Chúa Ngọc Hân,60.75,4.5,5.0,Đông - Bắc,,5.0,4.0,4.0,Have certificate,Full,6.6
Hà Nội,Thanh Xuân,Phường Nhân Chính,Phố Quan Nhân,30.0,,,,,4.0,,,Have certificate,,4.85
Hà Nội,Thanh Xuân,Phường Khương Đình,Phố Vũ Tông Phan,45.0,4.0,4.0,,,4.0,4.0,4.0,Have certificate,Full,8.9
Bình Dương,Thuận An,Phường Bình Chuẩn,Đường ĐT 743,105.0,,,,,3.0,4.0,4.0,Have certificate,,4.3
Hà Nội,Huyện Hoài Đức,,Xã An Khánh,32.0,,3.0,,,4.0,5.0,3.0,Have certificate,Full,3.05
Hồ Chí Minh,Tân Phú,Phường Phú Thạnh,Đường Nguyễn Sơn,44.0,,3.0,,,2.0,,,Have certificate,,3.95
Hà Nội,Long Biên,,Phường Ngọc Thụy,33.0,,,,,5.0,3.0,4.0,Have certificate,,5.3
Hồ Chí Minh,Quận 7,Phường Tân Hưng,Đường Trần Xuân Soạn,47.2,,6.0,,,,3.0,,Have certificate,,5.0
Hà Nội,Cầu Giấy,Phường Mai Dịch,Phố Doãn Kế Thiện,41.0,,,,,5.0,8.0,5.0,Have certificate,,8.1
Bình Dương,Thuận An,Phường An Phú,Dự án The Oasis,129.5,7.0,13.0,Tây,Tây,2.0,3.0,3.0,,,5.1
Hà Nội,Đống Đa,Phường Cát Linh,Đường Cát Linh,32.0,3.5,2.0,,,2.0,2.0,2.0,Have certificate,,3.8
Hồ Chí Minh.,Gò Vấp,Phường 11,Đường Thống Nhất,58.5,4.5,4.0,,,5.0,5.0,5.0,,Full,8.5
Hà Nội,Hai Bà Trưng,Phường Cầu Dền,Phố Bạch Mai,25.0,4.0,,,,5.0,3.0,4.0,Have certificate,Full,4.8
Bình Dương,Dĩ An,Phường Tân Đông Hiệp,Đường Nguyễn Thị Minh Khai,80.0,,30.0,Tây,Tây,3.0,4.0,3.0,Have certificate,,4.15
Hồ Chí Minh,Thủ Đức,Phường Bình Trưng Tây,Đường 5,50.0,9.0,,Nam,Nam,2.0,2.0,2.0,Have certificate,,3.9
Hà Nội,Đan Phượng,Xã Tân Hội,Dự án Vinhomes Wonder Park,80.0,,,,,,,,,,9.0
Hồ Chí Minh,Quận 6,Phường 14,205/18C8/94,83.0,,4.4,Đông,,,,,Have certificate,,5.9
Hà Nội,Đống Đa,Phường Ô Chợ Dừa,Đường Nguyễn Lương Bằng,32.0,5.5,,,,4.0,4.0,4.0,Have certificate,Full,5.65
Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,Đường Thạnh Lộc 44,80.0,4.0,12.0,Tây - Nam,Tây - Nam,3.0,4.0,4.0,Have certificate,Full,5.0
Hà Nội.,Nam Từ Liêm,Phường Mỹ Đình 1,Đường Phú Mỹ,54.0,5.8,3.0,Tây - Bắc,Tây - Bắc,4.0,6.0,6.0,Have certificate,Full,8.8
Hà Nội,Đống Đa,Phường Láng Hạ,Đường Láng,40.0,,,,,5.0,4.0,,Have certificate,Full,8.0
Hồ Chí Minh,Gò Vấp,Phường 14,Đường Lê Văn Thọ,40.0,,,,,4.0,3.0,4.0,Have certificate,,5.8
Đà Nẵng,Sơn Trà,Phường An Hải Bắc,Đường Ngô Quyền,52.7,5.5,2.5,Bắc,Bắc,2.0,2.0,2.0,Have certificate,Full,2.65
Khánh Hòa,Cam Ranh,Phường Cam Nghĩa,Dự án KN Paradise Cam Ranh,160.0,,,Đông - Nam,Đông - Bắc,3.0,4.0,2.0,Sale contract,,7.0
Hà Nội,Tây Hồ,Phường Bưởi,Đường Lạc Long Quân,35.0,3.3,,,,4.0,4.0,3.0,Have certificate,Full,6.25
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa,Đường Số 7,66.0,4.0,12.0,,,3.0,4.0,5.0,Have certificate,,7.3
Khánh Hòa,Nha Trang,Phường Phước Tân,Đường Âu Cơ,108.9,6.47,5.0,Tây - Nam,,2.0,5.0,2.0,Have certificate,Full,9.18
Đồng Nai,Biên Hòa,Phường Tân Hiệp,Đường Nguyễn Ái Quốc,60.0,5.0,,,,4.0,3.0,3.0,Have certificate,,3.98
Hà Nội,Nam Từ Liêm,Phường Phú Đô,Đường Lê Quang Đạo,35.0,3.3,,,,6.0,5.0,,,,5.45
Hà Nội,Bắc Từ Liêm,Phường Liên Mạc,đường Liên Mạc,30.0,3.5,,,,4.0,2.0,2.0,,,3.5
Hồ Chí Minh,Thủ Đức,,Phường Linh Đông,38.0,,,,,3.0,4.0,3.0,Have certificate,,3.8
Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Đường Hà Huy Giáp,56.0,,,Tây - Nam,,2.0,2.0,3.0,Have certificate,Full,4.3
Hà Nội,Đống Đa,Phường Ô Chợ Dừa,Phố Hoàng Cầu,42.0,4.5,,,,6.0,,,Have certificate,Full,6.9
Hà Nội,Long Biên,Phường Ngọc Thụy,Ngõ 268,31.0,5.0,2.5,,,5.0,3.0,4.0,Have certificate,Basic,5.2
Bình Dương,Bến Cát,Phường Thới Hòa,Dự án Mỹ Phước 3,150.0,5.0,8.0,,,2.0,3.0,2.0,Have certificate,,2.18
Hà Nội,Long Biên,Phường Thạch Bàn,Đường Cổ Linh,32.0,5.0,,,,5.0,3.0,4.0,,Full,4.2
Hà Nội,Gia Lâm,Thị trấn Trâu Quỳ,Đường Quốc Lộ 5,60.0,4.0,20.0,,,6.0,,,Have certificate,,9.0
Hồ Chí Minh,Tân Phú,Phường Phú Thọ Hòa,Đường Phú Thọ Hòa,34.0,4.0,5.0,,,3.0,3.0,3.0,Have certificate,,4.65
Hà Nội,Bắc Từ Liêm,Phường Xuân Đỉnh,Phố Trần Cung,45.0,4.0,,,,6.0,9.0,6.0,Have certificate,Full,9.4
Hà Nội,Hoài Đức,Xã Kim Chung,Đường 32,48.0,,,,,4.0,4.0,,Have certificate,,4.85
Hà Nội,Đống Đa,Phường Láng Hạ,Phố Pháo Đài Láng,35.0,4.7,2.5,Đông,Đông,5.0,3.0,3.0,Have certificate,Full,6.85
Long An,Cần Giuộc,Xã Long Hậu,Dự án T&T Millennia City Long Hậu,240.0,12.0,12.0,Đông - Nam,Đông - Nam,3.0,5.0,5.0,Sale contract,,7.4
Đồng Nai,Biên Hòa,Xã Long Hưng,Dự án Aqua City,190.0,,,Đông - Nam,,,3.0,,,Basic,8.1
Hà Nội,Đống Đa,Phường Nam Đồng,Đường Đặng Văn Ngữ,42.0,,,,,5.0,,,,,6.0
Hồ Chí Minh,Bình Tân,Phường An Lạc A,Đường Bùi Hữu Diện,90.0,4.5,10.0,Đông - Nam,,4.0,5.0,4.0,Have certificate,,8.65
Hồ Chí Minh,Tân Bình,Phường 11,Đường Bàu Cát,56.0,4.0,7.0,,,2.0,2.0,2.0,Have certificate,Full,7.18
Hà Nội,Long Biên,Phường Long Biên,Đường Phố Trạm,40.0,5.5,,,,5.0,3.0,3.0,Have certificate,,6.0
Hà Nội,Thanh Xuân,Phường Khương Trung,Đường Khương Trung,54.0,3.8,5.0,,,4.0,4.0,4.0,Have certificate,Full,8.5
Hà Nội,Hoài Đức,Xã An Khánh,An Thọ,33.0,4.0,3.0,Đông - Bắc,,5.0,4.0,4.0,Have certificate,Full,3.55
Hà Nội,Hoàng Mai,Phường Hoàng Văn Thụ,Ngõ 169,36.0,5.0,2.5,,,5.0,3.0,,Have certificate,Full,5.5
Hồ Chí Minh,Gò Vấp,Phường 5,Đường Dương Quảng Hàm,63.0,7.0,6.0,Đông - Nam,,2.0,4.0,4.0,Have certificate,Full,4.85
Hồ Chí Minh,Tân Phú,Phường Tây Thạnh,Đường Nguyễn Hữu Tiến,64.0,,5.0,,,5.0,4.0,5.0,Have certificate,Full,6.4
Hồ Chí Minh,Thủ Đức,Phường Linh Trung,Đường 7,55.0,,,Đông - Nam,,3.0,3.0,3.0,Have certificate,Full,5.6
Đà Nẵng,Hải Châu,Phường Hòa Cường Nam,Đường 2/9,144.0,6.55,3.5,,,,7.0,7.0,Have certificate,Full,5.95
Hà Nội,Thanh Trì,Xã Tả Thanh Oai,Đường Cầu Bươu,45.0,4.0,,,,5.0,4.0,3.0,Have certificate,Basic,6.6
Hồ Chí Minh,Gò Vấp,Phường 12,Đường Huỳnh Văn Nghệ,67.0,,,,,4.0,4.0,4.0,Have certificate,,6.29
Hà Nội,Hà Đông,Phường Yên Nghĩa,Đường Yên Lộ,32.0,,,,,4.0,3.0,3.0,Have certificate,,2.95
Hà Nội,Cầu Giấy,Phường Dịch Vọng,Đường Cầu Giấy,46.0,4.2,4.0,,,5.0,4.0,4.0,Have certificate,Full,6.0
Bình Dương,Tân Uyên,Phường Uyên Hưng,Dự án Hoàng Nam Uyên Hưng,72.0,6.0,17.0,,,3.0,3.0,3.0,Have certificate,Basic,1.79
Hồ Chí Minh,Quận 7,Phường Tân Phú,Đường Huỳnh Tấn Phát,112.0,7.0,3.0,Đông,,1.0,2.0,2.0,Have certificate,Full,5.75
Đà Nẵng,Ngũ Hành Sơn,Phường Hòa Hải,Đường Sơn Thủy 1,120.0,7.5,,Tây - Nam,,3.0,4.0,4.0,Have certificate,Basic,8.2
Hà Nội.,Hoài Đức,Xã Kim Chung,Đường Lai Xá,35.0,,,,,5.0,4.0,3.0,,,4.6
Hà Nội,Long Biên,Phường Bồ Đề,Đường Nguyễn Sơn,70.0,,,,,4.0,4.0,4.0,Have certificate,Full,8.7
Hồ Chí Minh,Quận 10,Phường 2,Đường Sư Vạn Hạnh,30.0,3.7,,Đông - Nam,,4.0,3.0,3.0,Have certificate,,6.5
Hồ Chí Minh,Bình Thạnh,Phường 1,Đường Lê Văn Duyệt,39.0,6.0,3.0,,,2.0,3.0,2.0,Have certificate,Basic,5.8
Hồ Chí Minh,Tân Bình,Phường 11,Đường Năm Châu,60.0,4.0,4.0,Tây - Nam,Tây - Nam,2.0,3.0,2.0,Have certificate,Basic,5.0
Bắc Ninh,Từ Sơn,Phường Phù Chẩn,Dự án Centa Riverside,100.0,5.0,15.0,Bắc,Bắc,3.0,4.0,4.0,Sale contract,,5.81
Hồ Chí Minh,Gò Vấp,Phường 12,Đường Nguyễn Duy Cung,52.0,4.0,5.0,,,4.0,4.0,5.0,Have certificate,Full,6.9
Hà Nội,Thanh Xuân,Phường Hạ Đình,Đường Nguyễn Xiển,26.0,3.6,,,,4.0,,,Have certificate,Basic,8.45
Hà Nội,Long Biên,Phường Ngọc Lâm,Ngõ 67,60.0,5.0,4.0,Đông - Nam,,5.0,,,Have certificate,Basic,8.9
Hà Nội,Long Biên,Phường Ngọc Thụy,Đường Ngô Gia Tự,45.0,4.0,,,,5.0,,,Have certificate,Full,4.2
Hồ Chí Minh,Quận 4,Phường 9,Đường Đoàn Văn Bơ,70.0,7.0,5.0,,,4.0,3.0,3.0,Have certificate,Full,1.98
Hồ Chí Minh,Bình Chánh,Xã Vĩnh Lộc A,Đường Quách Điêu,85.0,5.0,40.0,,,5.0,,,Have certificate,,6.5
Hà Nội,Hoài Đức,,Xã La Phù,33.0,4.0,2.0,,,5.0,3.0,4.0,Have certificate,Basic,3.5
Hà Nội,Hoàng Mai,Phường Vĩnh Hưng,Đường Vĩnh Hưng,35.0,3.5,4.0,,,5.0,4.0,4.0,Have certificate,Full,4.9
Hà Nội,Bắc Từ Liêm,Phường Phúc Diễn,Đường Phúc Diễn,35.0,3.5,4.0,,,5.0,3.0,3.0,Have certificate,,5.25
Hồ Chí Minh,Thủ Đức,Phường Linh Xuân,Đường Số 4,46.3,8.3,,,,,2.0,1.0,Have certificate,Full,3.0
Hà Nội,Long Biên,Phường Ngọc Thụy,Đường Ngọc Thụy,32.0,5.6,13.0,Tây - Bắc,Tây - Bắc,5.0,3.0,3.0,Have certificate,Full,5.35
Hồ Chí Minh,Tân Bình,Phường 15,Đường Cống Lở,70.0,10.0,10.0,Đông - Nam,,4.0,4.0,5.0,Have certificate,Full,8.95
Hà Nội,Hai Bà Trưng,Phường Trương Định,Phố Bạch Mai,36.0,4.0,3.0,,,4.0,3.0,3.0,Have certificate,Full,5.18
Hồ Chí Minh,Quận 9,Phường Tăng Nhơn Phú A,Đường Số 160,52.0,,,Đông - Bắc,,3.0,3.0,4.0,Have certificate,,5.2
Hồ Chí Minh,Quận 9,Phường Phú Hữu,Dự án Mega Village,85.0,5.0,20.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Basic,8.69
Hồ Chí Minh,Bình Thạnh,Phường 13,Đường Nơ Trang Long,57.0,5.4,5.0,Nam,Nam,5.0,6.0,6.0,Have certificate,Full,9.5
Hà Nội,Tây Hồ,Phường Nhật Tân,Đường Âu Cơ,79.0,5.3,,,,2.0,2.0,2.0,Have certificate,Full,5.9
Hà Nội,Thanh Xuân,Phường Khương Đình,Phố Cự Lộc,38.0,6.5,2.0,,,4.0,3.0,3.0,Have certificate,Full,6.05
Hà Nội.,Nam Từ Liêm,Phường Mỹ Đình 1,Đường Mỹ Đình,68.0,4.2,3.0,,,,,,Have certificate,Full,7.1
Hồ Chí Minh,Quận 8,Phường 5,Đường Tạ Quang Bửu,28.0,3.6,,,,2.0,2.0,2.0,Have certificate,,3.3
Hồ Chí Minh,Quận 6,Phường 11,Đường Bình Phú,72.0,4.0,12.0,Đông,,4.0,5.0,5.0,Have certificate,Full,8.3
Hồ Chí Minh,Quận 10,Phường 12,Đường Cách Mạng Tháng Tám,31.0,,,,,3.0,3.0,3.0,Have certificate,Full,3.9
Bắc Ninh,Từ Sơn,Phường Phù Chẩn,Dự án Centa Riverside,100.0,,15.2,,,,,,,,5.78
Đà Nẵng,Hải Châu,Phường Hòa Cường Nam,Đường Tiên Sơn 17,70.0,4.5,5.5,,,3.0,3.0,3.0,Have certificate,Full,5.7
Hồ Chí Minh,Thủ Đức,,Phường Hiệp Bình Phước,106.0,,,,,,6.0,2.0,Have certificate,,6.9
Bình Thuận,Thành phố Phan Thiết,,Dự án NovaWorld Phan Thiết,160.0,,,,,,,,Sale contract,,4.75
Hồ Chí Minh,Quận 8,Phường 1,Đường Dương Bá Trạc,48.0,4.0,,Bắc,,,2.0,2.0,,,7.0
Hà Nội,Hoài Đức,Xã La Phù,Đường Hoa Thám,30.0,,2.5,,,5.0,4.0,4.0,Have certificate,Basic,3.1
Hà Nội,Gia Lâm,,Xã Kiêu Kỵ,45.0,,,,,2.0,,,Have certificate,,3.3
Hà Nội,Hà Đông,,Phường Biên Giang,32.0,,,,,4.0,3.0,3.0,Have certificate,Basic,2.5
Hà Nội.,Nam Từ Liêm,Phường Mễ Trì,Đường Mễ Trì Thượng,64.0,,,,,3.0,2.0,2.0,Have certificate,,9.5
Hà Nội,Hoàng Mai,Phường Hoàng Văn Thụ,Đường Hoàng Mai,40.0,3.8,2.5,,,4.0,3.0,4.0,Have certificate,Full,5.88
Bình Dương,Thuận An,Phường Lái Thiêu,Đường Lái Thiêu 70,107.0,6.0,5.0,Đông - Bắc,Đông - Bắc,,2.0,1.0,Have certificate,Basic,3.4
Bình Dương,Dĩ An,Phường Đông Hòa,Đường Lê Hồng Phong,74.5,,5.0,,,2.0,2.0,2.0,Have certificate,,2.9
Hà Nội,Tây Hồ,Phường Bưởi,Đường Lạc Long Quân,35.0,,,,,4.0,,,Have certificate,Full,6.2
Đà Nẵng,Thanh Khê,Phường An Khê,Đường Trường Chinh,98.0,,5.0,Đông,,2.0,,,Have certificate,,4.45
Hồ Chí Minh,Quận 9,Phường Phước Long B,Đường Trần Thị Điệu,46.1,,,,,,,,,,6.6
Hồ Chí Minh,Tân Bình,Phường 14,Đường Trường Chinh,27.0,2.2,3.0,,,1.0,1.0,1.0,Have certificate,,2.5
Hồ Chí Minh,Bình Thạnh,Phường 25,Đường D5,32.0,4.4,2.0,,,2.0,2.0,2.0,Have certificate,,4.2
Tiền Giang,Mỹ Tho,Phường 4,Phố Lý Thường Kiệt,47.0,,,,,1.0,2.0,,Have certificate,,1.5
Hà Nội,Hà Đông,Phường Quang Trung,Đường Trần Đăng Ninh,34.0,,,,,5.0,5.0,4.0,Have certificate,Full,9.0
Đồng Nai,Long Khánh,,Xã Bàu Trâm,147.0,5.0,6.0,,,1.0,3.0,1.0,Have certificate,,2.0
Hà Nội,Hoàng Mai,Phường Định Công,Đường Định Công,35.0,,,,,4.0,4.0,3.0,Have certificate,Full,4.8
Bình Dương,Thuận An,Phường An Phú,Đường An Phú 17,43.0,4.5,5.0,Tây - Bắc,Tây - Bắc,2.0,2.0,2.0,Have certificate,Basic,1.85
Hồ Chí Minh,Quận 8,Phường 9,Đường Ba Đình,39.6,,3.0,Tây,Tây,3.0,2.0,3.0,Have certificate,Basic,3.9
Hồ Chí Minh,Tân Bình,Phường 9,373,41.0,4.0,6.0,,,5.0,4.0,5.0,Have certificate,Full,7.0
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa B,Đường Số 6,26.0,3.2,8.0,,,4.0,4.0,4.0,,,2.15
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông A,Đường Bến Lội,52.0,5.2,7.0,Tây - Bắc,Tây - Bắc,4.0,4.0,3.0,Have certificate,,5.2
Hồ Chí Minh,Quận 12,Phường Thới An,Đường Thới An 11,38.0,3.65,2.5,Tây,Tây,2.0,2.0,2.0,Have certificate,Basic,3.25
Hà Nội,Gia Lâm,Xã Yên Thường,Đường Đặng Phúc Thông,100.0,3.5,24.0,,,3.0,3.0,2.0,Have certificate,Basic,8.2
Hải Phòng,An Dương,Xã An Đồng,Đường Máng Nước,90.0,4.5,21.0,Nam,Nam,5.0,,,Have certificate,,9.5
Hà Nội,Hai Bà Trưng,,Phường Minh Khai,38.0,4.15,,,,5.0,4.0,,Have certificate,Full,6.88
Hà Nội,Long Biên,,Phường Long Biên,42.0,4.4,,,,5.0,4.0,4.0,,,4.96
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Phước,Đường Số 21,126.0,6.0,7.0,,,,,,Have certificate,,6.8
Hà Nội,Long Biên,Phường Cự Khối,Đường Bát Khối,42.0,4.0,3.0,Đông - Nam,Đông - Nam,4.0,5.0,4.0,Have certificate,Basic,4.5
Hòa Bình,Lương Sơn,Xã Lâm Sơn,Dự án Ivory Villas & Resort,250.0,,,,,,,,,,6.8
Hà Nội,Thanh Xuân,Phường Nhân Chính,Phố Quan Nhân,30.0,4.2,3.0,,,5.0,3.0,4.0,Have certificate,Full,5.6
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Phước,Đường 8,56.0,4.0,8.0,Tây - Bắc,Tây - Bắc,2.0,3.0,2.0,Have certificate,Basic,4.95
Hà Nội,Long Biên,Phường Long Biên,Đường Đàm Quang Trung,45.0,,,,,6.0,3.0,,Have certificate,,8.25
Hồ Chí Minh,Nhà Bè,Xã Phú Xuân,Dự án Orchid Park,52.0,,,,,,,1.0,Have certificate,Basic,2.4
Hà Nội,Hoàng Mai,Phường Vĩnh Hưng,Đường Vĩnh Hưng,70.0,,,,,2.0,3.0,2.0,Sale contract,,2.2
Hà Nội,Hai Bà Trưng,Phường Minh Khai,Đường Minh Khai,36.0,,,,,5.0,3.0,,Have certificate,Full,6.5
Hà Nội,Long Biên,Phường Thượng Thanh,Đường Đặng Vũ Hỷ,46.0,,,,,,4.0,,Have certificate,Basic,5.95
Khánh Hòa,Nha Trang,,Phường Phước Long,50.0,4.7,13.0,,,3.0,4.0,3.0,Have certificate,Basic,5.0
Long An,Bến Lức,Xã An Thạnh,Dự án Waterpoint,150.0,12.0,12.0,Đông - Nam,Đông - Nam,2.0,4.0,3.0,Sale contract,,5.8
Hà Nội,Cầu Giấy,,Phường Dịch Vọng,37.0,,,,,5.0,6.0,,Have certificate,Basic,6.0
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Chánh,Đường 8,100.0,5.0,6.0,Đông - Nam,Đông - Nam,4.0,7.0,7.0,Have certificate,,9.5
Hồ Chí Minh,Tân Phú,Phường Tân Thành,Đường Cách Mạng,80.0,,,,,2.0,,,,,9.0
Hồ Chí Minh,Tân Phú,Phường Tân Thành,Đường Bác Ái,73.0,4.1,12.0,Bắc,Bắc,3.0,4.0,3.0,Have certificate,Full,8.95
Hồ Chí Minh,Bình Thạnh,Phường 21,Đường Xô Viết Nghệ Tĩnh,25.0,5.11,3.5,Tây - Nam,Tây - Nam,2.0,2.0,2.0,Have certificate,,3.9
Hồ Chí Minh,Quận 12,Phường An Phú Đông,Đường Nguyễn Thị Nhuần,56.0,,,,,5.0,4.0,5.0,Have certificate,Basic,8.5
Hà Nội,Thanh Xuân,Phường Nhân Chính,Phố Quan Nhân,50.0,7.0,,,,3.0,3.0,3.0,Have certificate,Full,6.65
Hưng Yên,Văn Giang,Xã Long Hưng,Dự án The Empire - Vinhomes Ocean Park 2,62.5,5.0,13.0,Đông - Nam,Đông - Nam,5.0,4.0,4.0,Sale contract,,7.6
Bình Dương,Tân Uyên,Phường Tân Hiệp,Dự án Khu nhà ở Thái Bình Dương - Tân Hiệp,72.0,45.0,85.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Full,2.5
Bà Rịa Vũng Tàu,Vũng Tàu,Phường Thắng Tam,Đường Xô Viết Nghệ Tĩnh,68.0,4.0,,Đông - Bắc,,3.0,4.0,,Have certificate,Full,5.25
Hà Nội.,Ba Đình,Phường Ngọc Hà,Đường Lê Hồng Phong,42.0,5.0,3.0,,,5.0,3.0,4.0,Have certificate,Full,7.48
Hà Nội,Mê Linh,Thị trấn Quang Minh,Dự án KĐT Quang Minh,190.0,10.0,11.5,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Sale contract,,7.5
Hồ Chí Minh,Tân Phú,Phường Hiệp Tân,Đường Hòa Bình,43.0,4.0,6.0,Đông,Đông,2.0,2.0,2.0,Have certificate,,4.25
Đà Nẵng,Thanh Khê,Phường Hòa Khê,Đường Phần Lăng,46.0,,,,,,,,,,3.15
Hồ Chí Minh,Quận 7,Phường Tân Kiểng,Đường Lê Văn Lương,96.0,5.0,6.0,Bắc,Bắc,2.0,4.0,3.0,Have certificate,Basic,9.35
Hà Nội,Hoàng Mai,Phường Định Công,Đường Trịnh Đình Cửu,60.0,3.8,,,,,,,Have certificate,,8.62
Đà Nẵng,Ngũ Hành Sơn,Phường Mỹ An,Đường An Thượng 20,81.0,5.0,5.5,Tây - Bắc,Tây - Bắc,2.0,3.0,2.0,Have certificate,Basic,6.35
Hồ Chí Minh,Tân Bình,Phường 9,Đường Trần Văn Hoàng,60.0,,6.0,,,5.0,5.0,5.0,Have certificate,Full,8.0
Hồ Chí Minh,Quận 12,Phường Đông Hưng Thuận,Đường Đông Hưng Thuận 2,67.0,4.0,5.0,,,2.0,3.0,2.0,Have certificate,Basic,4.6
Bình Dương,Dĩ An,Phường Tân Đông Hiệp,Dự án Đông Hưng Residences Dĩ An,75.0,4.0,13.0,,,3.0,4.0,4.0,Have certificate,,4.37
Hà Nội,Hoàng Mai,Phường Đại Kim,Đường Kim Giang,44.0,3.8,2.7,,,4.0,4.0,3.0,Have certificate,Full,7.4
Cần Thơ,Ninh Kiều,Phường An Khánh,Đường Nguyễn Văn Cừ,56.0,4.0,,,,2.0,,,,,4.5
Hà Nội,Quốc Oai,Xã Đại Thành,Đường Liên Xã,40.0,4.0,4.0,,,3.0,3.0,3.0,Have certificate,Full,2.68
